session_date,rule,contracts,option_type,option_ticker,entry_execution_price,capital_at_risk_usd,net_pnl_usd,return_on_initial_premium,winner,tp1_achieved,tp2_achieved,ambiguous_intrabar,last_exit_timestamp,tp1_contracts_exited,tp2_contracts_exited,stop_contracts_exited,runner_contracts_exited_at_close,legs_json
2025-05-07,1C_STOP50_HOLD_CLOSE,1,call,O:SPXW250507C05625000,14.28,1429.5,-752.7,-0.5265477439664219,False,False,False,False,2025-05-07 15:11:00-04:00,0,0,1,0,"[{""timestamp"": ""2025-05-07T15:11:00-04:00"", ""contracts"": 1, ""reference_price"": 7.14, ""execution_price"": 6.7829999999999995, ""reason"": ""stop""}]"
2025-05-07,2C_TP100_RUNNER_CLOSE,2,call,O:SPXW250507C05625000,14.28,2859.0,-1505.4,-0.5265477439664219,False,False,False,False,2025-05-07 15:11:00-04:00,0,0,1,0,"[{""timestamp"": ""2025-05-07T15:11:00-04:00"", ""contracts"": 2, ""reference_price"": 7.14, ""execution_price"": 6.7829999999999995, ""reason"": ""stop""}]"
2025-05-07,2C_TP100_RUNNER_BE,2,call,O:SPXW250507C05625000,14.28,2859.0,-1505.4,-0.5265477439664219,False,False,False,False,2025-05-07 15:11:00-04:00,0,0,1,0,"[{""timestamp"": ""2025-05-07T15:11:00-04:00"", ""contracts"": 2, ""reference_price"": 7.14, ""execution_price"": 6.7829999999999995, ""reason"": ""stop""}]"
2025-05-07,2C_TP100_RUNNER_TRAIL25,2,call,O:SPXW250507C05625000,14.28,2859.0,-1505.4,-0.5265477439664219,False,False,False,False,2025-05-07 15:11:00-04:00,0,0,1,0,"[{""timestamp"": ""2025-05-07T15:11:00-04:00"", ""contracts"": 2, ""reference_price"": 7.14, ""execution_price"": 6.7829999999999995, ""reason"": ""stop""}]"
2025-05-07,3C_TP50_TP100_RUNNER_CLOSE,3,call,O:SPXW250507C05625000,14.28,4288.5,-2258.1000000000004,-0.5265477439664219,False,False,False,False,2025-05-07 15:11:00-04:00,0,0,1,0,"[{""timestamp"": ""2025-05-07T15:11:00-04:00"", ""contracts"": 3, ""reference_price"": 7.14, ""execution_price"": 6.7829999999999995, ""reason"": ""stop""}]"
2025-11-06,1C_HOLD_CLOSE,1,put,O:SPXW251106P06750000,7.245,726.0,2122.5,2.9235537190082646,True,False,False,False,2025-11-06 15:59:00-05:00,0,0,0,1,"[{""timestamp"": ""2025-11-06T15:59:00-05:00"", ""contracts"": 1, ""reference_price"": 30.0, ""execution_price"": 28.5, ""reason"": ""close_runner""}]"
2025-11-06,1C_STOP50_HOLD_CLOSE,1,put,O:SPXW251106P06750000,7.245,726.0,2122.5,2.9235537190082646,True,False,False,False,2025-11-06 15:59:00-05:00,0,0,0,1,"[{""timestamp"": ""2025-11-06T15:59:00-05:00"", ""contracts"": 1, ""reference_price"": 30.0, ""execution_price"": 28.5, ""reason"": ""close_runner""}]"
2025-11-06,2C_TP100_RUNNER_CLOSE,2,put,O:SPXW251106P06750000,7.245,1452.0,2771.55,1.9087809917355374,True,True,False,False,2025-11-06 15:59:00-05:00,1,0,0,1,"[{""timestamp"": ""2025-11-06T15:43:00-05:00"", ""contracts"": 1, ""reference_price"": 14.49, ""execution_price"": 13.7655, ""reason"": ""tp1""}, {""timestamp"": ""2025-11-06T15:59:00-05:00"", ""contracts"": 1, ""reference_price"": 30.0, ""execution_price"": 28.5, ""reason"": ""close_runner""}]"
2025-11-06,2C_TP100_RUNNER_BE,2,put,O:SPXW251106P06750000,7.245,1452.0,2771.55,1.9087809917355374,True,True,False,False,2025-11-06 15:59:00-05:00,1,0,0,1,"[{""timestamp"": ""2025-11-06T15:43:00-05:00"", ""contracts"": 1, ""reference_price"": 14.49, ""execution_price"": 13.7655, ""reason"": ""tp1""}, {""timestamp"": ""2025-11-06T15:59:00-05:00"", ""contracts"": 1, ""reference_price"": 30.0, ""execution_price"": 28.5, ""reason"": ""close_runner""}]"
2025-11-06,2C_TP100_RUNNER_TRAIL25,2,put,O:SPXW251106P06750000,7.245,1452.0,1717.0499999999997,1.1825413223140493,True,True,False,False,2025-11-06 15:52:00-05:00,1,0,1,0,"[{""timestamp"": ""2025-11-06T15:43:00-05:00"", ""contracts"": 1, ""reference_price"": 14.49, ""execution_price"": 13.7655, ""reason"": ""tp1""}, {""timestamp"": ""2025-11-06T15:52:00-05:00"", ""contracts"": 1, ""reference_price"": 18.9, ""execution_price"": 17.955, ""reason"": ""stop""}]"
