session_date,option_type,otm_offset_points,selection_status,ticker,underlying_ticker,expiration_date,strike_price,target_strike,spot_for_selection,strike_distance_from_spot,exercise_style,shares_per_contract,primary_exchange,reference_query_underlying,reference_query_mode
2025-01-14,put,30,selected,O:SPXW250114P05795000,SPX,2025-01-14,5795,5797.14,5827.14,-32.14000000000033,european,100,XCBO,SPX,as_of
2025-04-02,call,0,selected,O:SPXW250402C05635000,SPX,2025-04-02,5635,5633.3,5633.3,1.699999999999818,european,100,XCBO,SPX,as_of
2025-04-02,call,5,selected,O:SPXW250402C05640000,SPX,2025-04-02,5640,5638.3,5633.3,6.699999999999818,european,100,XCBO,SPX,as_of
2025-04-02,call,10,selected,O:SPXW250402C05645000,SPX,2025-04-02,5645,5643.3,5633.3,11.699999999999818,european,100,XCBO,SPX,as_of
2025-04-02,call,15,selected,O:SPXW250402C05650000,SPX,2025-04-02,5650,5648.3,5633.3,16.699999999999818,european,100,XCBO,SPX,as_of
2025-04-02,call,20,selected,O:SPXW250402C05655000,SPX,2025-04-02,5655,5653.3,5633.3,21.699999999999818,european,100,XCBO,SPX,as_of
2025-04-02,call,25,selected,O:SPXW250402C05660000,SPX,2025-04-02,5660,5658.3,5633.3,26.699999999999818,european,100,XCBO,SPX,as_of
2025-04-02,call,30,selected,O:SPXW250402C05665000,SPX,2025-04-02,5665,5663.3,5633.3,31.699999999999818,european,100,XCBO,SPX,as_of
2025-04-02,put,0,selected,O:SPXW250402P05635000,SPX,2025-04-02,5635,5633.3,5633.3,1.699999999999818,european,100,XCBO,SPX,as_of
2025-04-02,put,5,selected,O:SPXW250402P05630000,SPX,2025-04-02,5630,5628.3,5633.3,-3.300000000000182,european,100,XCBO,SPX,as_of
2025-04-02,put,10,selected,O:SPXW250402P05625000,SPX,2025-04-02,5625,5623.3,5633.3,-8.300000000000182,european,100,XCBO,SPX,as_of
2025-04-02,put,15,selected,O:SPXW250402P05620000,SPX,2025-04-02,5620,5618.3,5633.3,-13.300000000000182,european,100,XCBO,SPX,as_of
2025-04-02,put,20,selected,O:SPXW250402P05615000,SPX,2025-04-02,5615,5613.3,5633.3,-18.300000000000182,european,100,XCBO,SPX,as_of
2025-04-02,put,25,selected,O:SPXW250402P05610000,SPX,2025-04-02,5610,5608.3,5633.3,-23.300000000000182,european,100,XCBO,SPX,as_of
2025-04-02,put,30,selected,O:SPXW250402P05605000,SPX,2025-04-02,5605,5603.3,5633.3,-28.300000000000182,european,100,XCBO,SPX,as_of
2025-04-11,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of
2025-04-11,call,5,selected,O:SPXW250411C05345000,SPX,2025-04-11,5345,5345.08,5340.08,4.920000000000073,european,100,XCBO,SPX,as_of
2025-04-11,call,10,selected,O:SPXW250411C05350000,SPX,2025-04-11,5350,5350.08,5340.08,9.920000000000073,european,100,XCBO,SPX,as_of
2025-04-11,call,15,selected,O:SPXW250411C05355000,SPX,2025-04-11,5355,5355.08,5340.08,14.920000000000073,european,100,XCBO,SPX,as_of
2025-04-11,call,20,selected,O:SPXW250411C05360000,SPX,2025-04-11,5360,5360.08,5340.08,19.920000000000073,european,100,XCBO,SPX,as_of
2025-04-11,call,25,selected,O:SPXW250411C05365000,SPX,2025-04-11,5365,5365.08,5340.08,24.920000000000073,european,100,XCBO,SPX,as_of
2025-04-11,call,30,selected,O:SPXW250411C05370000,SPX,2025-04-11,5370,5370.08,5340.08,29.920000000000073,european,100,XCBO,SPX,as_of
2025-04-11,put,0,selected,O:SPXW250411P05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of
2025-04-11,put,5,selected,O:SPXW250411P05335000,SPX,2025-04-11,5335,5335.08,5340.08,-5.079999999999927,european,100,XCBO,SPX,as_of
2025-04-11,put,10,selected,O:SPXW250411P05330000,SPX,2025-04-11,5330,5330.08,5340.08,-10.079999999999927,european,100,XCBO,SPX,as_of
2025-04-11,put,15,selected,O:SPXW250411P05325000,SPX,2025-04-11,5325,5325.08,5340.08,-15.079999999999927,european,100,XCBO,SPX,as_of
2025-04-11,put,20,selected,O:SPXW250411P05320000,SPX,2025-04-11,5320,5320.08,5340.08,-20.079999999999927,european,100,XCBO,SPX,as_of
2025-04-11,put,25,selected,O:SPXW250411P05315000,SPX,2025-04-11,5315,5315.08,5340.08,-25.079999999999927,european,100,XCBO,SPX,as_of
2025-04-11,put,30,selected,O:SPXW250411P05310000,SPX,2025-04-11,5310,5310.08,5340.08,-30.079999999999927,european,100,XCBO,SPX,as_of
2025-04-14,call,0,selected,O:SPXW250414C05425000,SPX,2025-04-14,5425,5425.400000000001,5425.400000000001,-0.4000000000005457,european,100,XCBO,SPX,as_of
2025-04-14,call,5,selected,O:SPXW250414C05430000,SPX,2025-04-14,5430,5430.400000000001,5425.400000000001,4.599999999999454,european,100,XCBO,SPX,as_of
2025-04-14,call,10,selected,O:SPXW250414C05435000,SPX,2025-04-14,5435,5435.400000000001,5425.400000000001,9.599999999999454,european,100,XCBO,SPX,as_of
2025-04-14,call,15,selected,O:SPXW250414C05440000,SPX,2025-04-14,5440,5440.400000000001,5425.400000000001,14.599999999999454,european,100,XCBO,SPX,as_of
2025-04-14,call,20,selected,O:SPXW250414C05445000,SPX,2025-04-14,5445,5445.400000000001,5425.400000000001,19.599999999999454,european,100,XCBO,SPX,as_of
2025-04-14,call,25,selected,O:SPXW250414C05450000,SPX,2025-04-14,5450,5450.400000000001,5425.400000000001,24.599999999999454,european,100,XCBO,SPX,as_of
2025-04-14,call,30,selected,O:SPXW250414C05455000,SPX,2025-04-14,5455,5455.400000000001,5425.400000000001,29.599999999999454,european,100,XCBO,SPX,as_of
2025-04-14,put,0,selected,O:SPXW250414P05425000,SPX,2025-04-14,5425,5425.400000000001,5425.400000000001,-0.4000000000005457,european,100,XCBO,SPX,as_of
2025-04-14,put,5,selected,O:SPXW250414P05420000,SPX,2025-04-14,5420,5420.400000000001,5425.400000000001,-5.400000000000546,european,100,XCBO,SPX,as_of
2025-04-14,put,10,selected,O:SPXW250414P05415000,SPX,2025-04-14,5415,5415.400000000001,5425.400000000001,-10.400000000000546,european,100,XCBO,SPX,as_of
2025-04-14,put,15,selected,O:SPXW250414P05410000,SPX,2025-04-14,5410,5410.400000000001,5425.400000000001,-15.400000000000546,european,100,XCBO,SPX,as_of
2025-04-14,put,20,selected,O:SPXW250414P05405000,SPX,2025-04-14,5405,5405.400000000001,5425.400000000001,-20.400000000000546,european,100,XCBO,SPX,as_of
2025-04-14,put,25,selected,O:SPXW250414P05400000,SPX,2025-04-14,5400,5400.400000000001,5425.400000000001,-25.400000000000546,european,100,XCBO,SPX,as_of
2025-04-14,put,30,selected,O:SPXW250414P05395000,SPX,2025-04-14,5395,5395.400000000001,5425.400000000001,-30.400000000000546,european,100,XCBO,SPX,as_of
2025-04-17,call,0,selected,O:SPX250417C05270000,SPX,2025-04-17,5270,5302.87,5302.87,-32.86999999999989,european,100,XCBO,SPX,as_of
2025-04-17,call,5,selected,O:SPX250417C05270000,SPX,2025-04-17,5270,5307.87,5302.87,-32.86999999999989,european,100,XCBO,SPX,as_of
2025-04-17,call,10,selected,O:SPX250417C05270000,SPX,2025-04-17,5270,5312.87,5302.87,-32.86999999999989,european,100,XCBO,SPX,as_of
2025-04-17,call,15,selected,O:SPX250417C05270000,SPX,2025-04-17,5270,5317.87,5302.87,-32.86999999999989,european,100,XCBO,SPX,as_of
2025-04-17,call,20,selected,O:SPX250417C05270000,SPX,2025-04-17,5270,5322.87,5302.87,-32.86999999999989,european,100,XCBO,SPX,as_of
2025-04-17,call,25,selected,O:SPX250417C05270000,SPX,2025-04-17,5270,5327.87,5302.87,-32.86999999999989,european,100,XCBO,SPX,as_of
2025-04-17,call,30,selected,O:SPX250417C05270000,SPX,2025-04-17,5270,5332.87,5302.87,-32.86999999999989,european,100,XCBO,SPX,as_of
2025-04-17,put,0,selected,O:SPX250417P05270000,SPX,2025-04-17,5270,5302.87,5302.87,-32.86999999999989,european,100,XCBO,SPX,as_of
