session_date,ticker,option_type,otm_offset_points,bars_1455_1600,has_1500_1505_bar,has_1550_1600_bar,first_bar_et,last_bar_et,total_volume_window,quality_status
2026-03-05,O:SPXW260305C06785000,call,0,65,True,True,2026-03-05 14:55:00-05:00,2026-03-05 15:59:00-05:00,6590,usable
2026-03-05,O:SPXW260305C06790000,call,5,64,True,True,2026-03-05 14:55:00-05:00,2026-03-05 15:59:00-05:00,8963,usable
2026-03-05,O:SPXW260305C06795000,call,10,65,True,True,2026-03-05 14:55:00-05:00,2026-03-05 15:59:00-05:00,7776,usable
2026-03-05,O:SPXW260305C06800000,call,15,65,True,True,2026-03-05 14:55:00-05:00,2026-03-05 15:59:00-05:00,21569,usable
2026-03-05,O:SPXW260305C06805000,call,20,65,True,True,2026-03-05 14:55:00-05:00,2026-03-05 15:59:00-05:00,17391,usable
2026-03-05,O:SPXW260305C06810000,call,25,65,True,True,2026-03-05 14:55:00-05:00,2026-03-05 15:59:00-05:00,25112,usable
2026-03-05,O:SPXW260305C06815000,call,30,65,True,True,2026-03-05 14:55:00-05:00,2026-03-05 15:59:00-05:00,26383,usable
2026-03-05,O:SPXW260305P06785000,put,0,64,True,True,2026-03-05 14:55:00-05:00,2026-03-05 15:59:00-05:00,16442,usable
2026-03-05,O:SPXW260305P06780000,put,5,65,True,True,2026-03-05 14:55:00-05:00,2026-03-05 15:59:00-05:00,18857,usable
2026-03-05,O:SPXW260305P06775000,put,10,64,True,True,2026-03-05 14:55:00-05:00,2026-03-05 15:59:00-05:00,15585,usable
2026-03-05,O:SPXW260305P06770000,put,15,64,True,True,2026-03-05 14:55:00-05:00,2026-03-05 15:59:00-05:00,13824,usable
2026-03-05,O:SPXW260305P06765000,put,20,62,True,True,2026-03-05 14:55:00-05:00,2026-03-05 15:59:00-05:00,9424,usable
2026-03-05,O:SPXW260305P06760000,put,25,61,True,True,2026-03-05 14:55:00-05:00,2026-03-05 15:57:00-05:00,13176,usable
2026-03-05,O:SPXW260305P06755000,put,30,62,True,True,2026-03-05 14:55:00-05:00,2026-03-05 15:57:00-05:00,7604,usable
2026-03-06,O:SPXW260306C06765000,call,0,65,True,True,2026-03-06 14:55:00-05:00,2026-03-06 15:59:00-05:00,15863,usable
2026-03-06,O:SPXW260306C06770000,call,5,65,True,True,2026-03-06 14:55:00-05:00,2026-03-06 15:59:00-05:00,20656,usable
2026-03-06,O:SPXW260306C06775000,call,10,65,True,True,2026-03-06 14:55:00-05:00,2026-03-06 15:59:00-05:00,16489,usable
2026-03-06,O:SPXW260306C06780000,call,15,64,True,True,2026-03-06 14:55:00-05:00,2026-03-06 15:59:00-05:00,18749,usable
2026-03-06,O:SPXW260306C06785000,call,20,61,True,True,2026-03-06 14:55:00-05:00,2026-03-06 15:58:00-05:00,12456,usable
2026-03-06,O:SPXW260306C06790000,call,25,62,True,True,2026-03-06 14:55:00-05:00,2026-03-06 15:58:00-05:00,11816,usable
2026-03-06,O:SPXW260306C06795000,call,30,64,True,True,2026-03-06 14:55:00-05:00,2026-03-06 15:58:00-05:00,8138,usable
2026-03-06,O:SPXW260306P06765000,put,0,66,True,True,2026-03-06 14:55:00-05:00,2026-03-06 16:00:00-05:00,5141,usable
2026-03-06,O:SPXW260306P06760000,put,5,66,True,True,2026-03-06 14:55:00-05:00,2026-03-06 16:00:00-05:00,7529,usable
2026-03-06,O:SPXW260306P06755000,put,10,66,True,True,2026-03-06 14:55:00-05:00,2026-03-06 16:00:00-05:00,9309,usable
2026-03-06,O:SPXW260306P06750000,put,15,65,True,True,2026-03-06 14:55:00-05:00,2026-03-06 15:59:00-05:00,19748,usable
2026-03-06,O:SPXW260306P06745000,put,20,66,True,True,2026-03-06 14:55:00-05:00,2026-03-06 16:00:00-05:00,12705,usable
2026-03-06,O:SPXW260306P06740000,put,25,66,True,True,2026-03-06 14:55:00-05:00,2026-03-06 16:00:00-05:00,26104,usable
2026-03-06,O:SPXW260306P06735000,put,30,66,True,True,2026-03-06 14:55:00-05:00,2026-03-06 16:00:00-05:00,27968,usable
2026-03-09,O:SPXW260309C06715000,call,0,61,True,True,2026-03-09 14:55:00-04:00,2026-03-09 15:59:00-04:00,7669,usable
2026-03-09,O:SPXW260309C06720000,call,5,60,True,True,2026-03-09 14:55:00-04:00,2026-03-09 15:59:00-04:00,12996,usable
2026-03-09,O:SPXW260309C06725000,call,10,61,True,True,2026-03-09 14:55:00-04:00,2026-03-09 15:59:00-04:00,12929,usable
2026-03-09,O:SPXW260309C06730000,call,15,61,True,True,2026-03-09 14:55:00-04:00,2026-03-09 15:59:00-04:00,15723,usable
2026-03-09,O:SPXW260309C06735000,call,20,60,True,True,2026-03-09 14:55:00-04:00,2026-03-09 15:59:00-04:00,11539,usable
2026-03-09,O:SPXW260309C06740000,call,25,60,True,True,2026-03-09 14:55:00-04:00,2026-03-09 15:59:00-04:00,16725,usable
2026-03-09,O:SPXW260309C06745000,call,30,61,True,True,2026-03-09 14:55:00-04:00,2026-03-09 15:59:00-04:00,10304,usable
2026-03-09,O:SPXW260309P06715000,put,0,60,True,True,2026-03-09 14:55:00-04:00,2026-03-09 15:59:00-04:00,12629,usable
2026-03-09,O:SPXW260309P06710000,put,5,56,True,True,2026-03-09 14:55:00-04:00,2026-03-09 15:55:00-04:00,14768,usable
2026-03-09,O:SPXW260309P06705000,put,10,55,True,True,2026-03-09 14:55:00-04:00,2026-03-09 15:59:00-04:00,10011,usable
2026-03-09,O:SPXW260309P06700000,put,15,57,True,True,2026-03-09 14:55:00-04:00,2026-03-09 15:58:00-04:00,30899,usable
2026-03-09,O:SPXW260309P06695000,put,20,58,True,True,2026-03-09 14:55:00-04:00,2026-03-09 15:59:00-04:00,9073,usable
2026-03-09,O:SPXW260309P06690000,put,25,54,True,True,2026-03-09 14:55:00-04:00,2026-03-09 15:58:00-04:00,10950,usable
2026-03-09,O:SPXW260309P06685000,put,30,57,True,True,2026-03-09 14:55:00-04:00,2026-03-09 15:56:00-04:00,5155,usable
2026-03-13,O:SPXW260313C06650000,call,0,65,True,True,2026-03-13 14:55:00-04:00,2026-03-13 15:59:00-04:00,29955,usable
2026-03-13,O:SPXW260313C06655000,call,5,65,True,True,2026-03-13 14:55:00-04:00,2026-03-13 15:59:00-04:00,20707,usable
2026-03-13,O:SPXW260313C06660000,call,10,64,True,True,2026-03-13 14:55:00-04:00,2026-03-13 15:58:00-04:00,21468,usable
2026-03-13,O:SPXW260313C06665000,call,15,65,True,True,2026-03-13 14:55:00-04:00,2026-03-13 15:59:00-04:00,13854,usable
2026-03-13,O:SPXW260313C06670000,call,20,65,True,True,2026-03-13 14:55:00-04:00,2026-03-13 15:59:00-04:00,14047,usable
2026-03-13,O:SPXW260313C06675000,call,25,64,True,True,2026-03-13 14:55:00-04:00,2026-03-13 15:59:00-04:00,8238,usable
2026-03-13,O:SPXW260313C06680000,call,30,63,True,True,2026-03-13 14:55:00-04:00,2026-03-13 15:58:00-04:00,7653,usable
2026-03-13,O:SPXW260313P06650000,put,0,65,True,True,2026-03-13 14:55:00-04:00,2026-03-13 15:59:00-04:00,12456,usable
2026-03-13,O:SPXW260313P06645000,put,5,65,True,True,2026-03-13 14:55:00-04:00,2026-03-13 15:59:00-04:00,9804,usable
2026-03-13,O:SPXW260313P06640000,put,10,65,True,True,2026-03-13 14:55:00-04:00,2026-03-13 15:59:00-04:00,18752,usable
2026-03-13,O:SPXW260313P06635000,put,15,66,True,True,2026-03-13 14:55:00-04:00,2026-03-13 16:00:00-04:00,22284,usable
2026-03-13,O:SPXW260313P06630000,put,20,66,True,True,2026-03-13 14:55:00-04:00,2026-03-13 16:00:00-04:00,37448,usable
2026-03-13,O:SPXW260313P06625000,put,25,66,True,True,2026-03-13 14:55:00-04:00,2026-03-13 16:00:00-04:00,32988,usable
2026-03-13,O:SPXW260313P06620000,put,30,66,True,True,2026-03-13 14:55:00-04:00,2026-03-13 16:00:00-04:00,40011,usable
2026-03-20,O:SPX260320C06505000,call,0,0,False,False,,,0,no_bars
2026-03-20,O:SPX260320C06510000,call,5,0,False,False,,,0,no_bars
2026-03-20,O:SPX260320C06515000,call,10,0,False,False,,,0,no_bars
2026-03-20,O:SPX260320C06520000,call,15,0,False,False,,,0,no_bars
2026-03-20,O:SPX260320C06525000,call,20,0,False,False,,,0,no_bars
2026-03-20,O:SPX260320C06530000,call,25,0,False,False,,,0,no_bars
2026-03-20,O:SPX260320C06535000,call,30,0,False,False,,,0,no_bars
2026-03-20,O:SPX260320P06505000,put,0,0,False,False,,,0,no_bars
2026-03-20,O:SPX260320P06500000,put,5,0,False,False,,,0,no_bars
2026-03-20,O:SPX260320P06495000,put,10,0,False,False,,,0,no_bars
2026-03-20,O:SPX260320P06490000,put,15,0,False,False,,,0,no_bars
2026-03-20,O:SPX260320P06485000,put,20,0,False,False,,,0,no_bars
2026-03-20,O:SPX260320P06480000,put,25,0,False,False,,,0,no_bars
2026-03-20,O:SPX260320P06475000,put,30,0,False,False,,,0,no_bars
